song_title,artist,INDEX-VAL,index
Zion Gate Dub,King Tubby,0.560096,1698
Despacito (Featuring Daddy Yankee),Luis Fonsi,0.56034,1699
C O O L - Radio Edit,Le Youth,0.560805,1700
Sunshine Of Your Love,Cream,0.561564,1701
Smoke On The Water,Deep Purple,0.561848,1702
Me Llamas (feat. Maluma) - Remix,Piso 21,0.5624,1703
Ultimate Painting,Ultimate Painting,0.562557,1704
Long Heels Red Bottoms,Trina,0.562856,1705
Humble,Wahlstedt,0.563103,1706
He Wasn't Man Enough,Toni Braxton,0.563118,1707
Good Life - Original 12'' Mix,Inner City,0.563823,1708
Topless,Orlando Julius,0.56425,1709
212,Azealia Banks,0.564564,1710
My Main,Mykfresh,0.564831,1711
Tuesday (feat. Danelle Sandoval),Burak Yeter,0.565993,1712
Callie (feat. Vic Mensa),Donnie Trumpet,0.566016,1713
Can You Get To That,Funkadelic,0.566358,1714
I Blame Myself,Sky Ferreira,0.56649,1715
Do It Roger,Zapp,0.567147,1716
Ain't got nobody,Sísý Ey,0.567666,1717
Genie In A Bottle (Album Version),Christina Aguilera,0.567942,1718
Living,2 Chainz,0.569416,1719
GodLovesUgly,Atmosphere,0.569568,1720
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,0.569961,1721
Changes,Crazy P,0.570352,1722
Rhythm of Devotion,Sisyphus,0.570448,1723
Louie Louie,Toots & The Maytals,0.570768,1724
Holding On,Disclosure,0.570988,1725
Water No Get Enemy - Edit,Fela Kuti,0.57147,1726
Don’t Drop That Thun Thun,Finatticz,0.571634,1727
Never Never Gonna Give Ya Up,Barry White,0.57218,1728
Johnny Was,Bob Marley & The Wailers,0.572945,1729
"Wildside - From ""Adventures in Babysitting""",Sofia Carson,0.573013,1730
Blueberry (Pills & Cocaine) (feat. Danny Brown),Darq E Freaker,0.573242,1731
Despacito - Remix,Luis Fonsi,0.573244,1732
Probably Nu It,Tree,0.573306,1733
Trap Shit V7,UZ,0.573333,1734
Don't Miss,The Alexanders,0.573965,1735
Beautiful Girls - Radio Disney Version,Sean Kingston,0.574368,1736
House of Jealous Lovers,The Rapture,0.57519,1737
Tu Foto,Ozuna,0.575505,1738
Borro Cassette,Maluma,0.57597,1739
Raindrops,The Silvertones,0.5766,1740
About to Die,Dirty Projectors,0.577238,1741
Jumpman,Drake,0.577481,1742
Let It Happen - Soulwax Remix,Tame Impala,0.577898,1743
Something About You,Hayden James,0.57798,1744
Three Cool Cats,The Coasters,0.57812,1745
Fearless,Jasmine Murray,0.578608,1746
Always Chew Your Food,Trout Fishing in America,0.579044,1747
Never Gonna Give You Up,Barry White,0.579616,1748
Luke Cage,AJ Tracey,0.57962,1749
On the Lips,Frankie Cosmos,0.579698,1750
Them Changes (feat. Flying Lotus & Kamasi Washington),Thundercat,0.579803,1751
F**kin' Problems,A$AP Rocky,0.580492,1752
Dadje Von O Von Non,Gnonnas Pédro,0.580548,1753
She's Kinda Hot,5 Seconds of Summer,0.581238,1754
Can't You See,Total,0.58201,1755
"I'll Be Good - 12"" Mix",Rene & Angela,0.582978,1756
Keep You,Wild Belle,0.58377,1757
Money Money,Horace Andy,0.58392,1758
Smooth,Santana,0.58464,1759
Jack,Breach,0.585276,1760
It's Gonna Be Me,*NSYNC,0.586182,1761
Agadoo - original,Black Lace,0.586482,1762
Attention,Charlie Puth,0.586692,1763
Whippin (feat. Felix Snow),Kiiara,0.58812,1764
I Love It (feat. Charli XCX) - Original Version,Icona Pop,0.588336,1765
"Icy, Creamy Ice Cream",Barney,0.589743,1766
Simple Love Song,Anuhea,0.590572,1767
Akue We Non Houme - Jerk Fon,T. P. Orchestre Poly-Rythmo,0.590646,1768
How Do You See Me Now,Zdar,0.590914,1769
Shaddap You Face,Joe Dolce,0.591312,1770
Sneakers,Humming Urban Stereo,0.591525,1771
The Way We Are,Kate Boy,0.591672,1772
I Will Never Let You Down,Rita Ora,0.592611,1773
The Way You’d Love Her,Mac Demarco,0.593047,1774
Otra Vez (feat. J Balvin),Zion & Lennox,0.594048,1775
Wifey,Next,0.594393,1776
Goody Two Shoes,Duck Sauce,0.594432,1777
Young N*****,Gucci Mane,0.595122,1778
Long Cool Woman (In A Black Dress) - 1999 Remastered Version,The Hollies,0.595759,1779
Smoke,Ohio Players,0.596037,1780
Hips Don't Lie,Shakira,0.596726,1781
White Noise,Disclosure,0.596965,1782
Dile Que Tu Me Quieres,Ozuna,0.596988,1783
Endless Rhythm,Baio,0.597493,1784
When A Fire Starts To Burn,Disclosure,0.597996,1785
Al Filo de Tu Amor,Carlos Vives,0.59808,1786
Deja vu,Prince Royce,0.598776,1787
Big Fun - Original 12'' Mix,Inner City,0.602208,1788
Trap Queen,Fetty Wap,0.602768,1789
Lumbra,Cali Y El Dandee,0.603092,1790
The One,ZHU,0.603432,1791
Wait & See,Holy Ghost!,0.60401,1792
Remember The Name (feat. Styles Of Beyond),Fort Minor,0.604752,1793
You Don't Love Me (No No No),Dawn Penn,0.606165,1794
La Rompe Corazones,Daddy Yankee,0.60691,1795
Independent - House Remix,Hoodfellas,0.607613,1796
Champagne Coast,Blood Orange,0.607616,1797
My Love Is Like...Wo - Main Mix/Album Version,Mýa,0.608923,1798
"Bizarre Love Triangle - Shep Pettibone 12"" Remix",New Order,0.60896,1799
Too Close,Next,0.60945,1800
No Such Thing as a Broken Heart,Old Dominion,0.609805,1801
Leave House,Caribou,0.609872,1802
Icarus - Black Caviar Remix,R3hab,0.611268,1803
Das Lied Der Schluempfe,Vader Abraham,0.611282,1804
Had A Dream,EMP DASME,0.6118,1805
Parallel Lines,Junior Boys,0.612912,1806
Dynamite,Taio Cruz,0.61425,1807
Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,0.6144,1808
Cool It Now,New Edition,0.616,1809
No Heart,21 Savage,0.61608,1810
DUELE EL CORAZON,Enrique Iglesias,0.616124,1811
Giant,The The,0.616149,1812
I'll Be Good,Rene & Angela,0.616776,1813
Flashlight,Parliament,0.617176,1814
Poppin' My Collar,Three 6 Mafia,0.61731,1815
Good Mistake,Mr Little Jeans,0.617424,1816
Dutchie Courage,Star Slinger,0.618222,1817
As Long as You Love Me,Backstreet Boys,0.6184,1818
Number One,Tuxedo,0.61936,1819
This Ready Flesh,TR/ST,0.620895,1820
Der Kommissar,After The Fire,0.621824,1821
Poppin' My Collar - feat. Project Pat - Explicit,Three 6 Mafia,0.621837,1822
North North,Project Pat,0.62292,1823
Sick Beat,Kero Kero Bonito,0.623656,1824
Ay Mi Dios,IAmChino,0.62402,1825
Last Chance to Dance,Ekkah,0.624753,1826
You Look Good,Lady Antebellum,0.625391,1827
"Glyde 2nyte (feat. Leon Sylvers III, Leon Sylvers IV)",Dâm-Funk,0.626841,1828
Blister in the Sun - 2002 Remastered Version,Violent Femmes,0.627395,1829
Hot Blur,How Sad,0.629043,1830
Say Please,Teams vs. Star Slinger,0.629391,1831
See Me Now,Cassius,0.629811,1832
Strandbar (disko),Todd Terje,0.63018,1833
Can I Kick It?,A Tribe Called Quest,0.630468,1834
Annie,Neon Indian,0.63048,1835
Maps,Maroon 5,0.631015,1836
Mary-Mary (M&M Unreleased Mix) [feat. Dajae],Grand High Priest,0.631845,1837
Cane Shuga,Glass Animals,0.63271,1838
The Happy Song,Jamie Grace,0.633299,1839
Slow Hands,Niall Horan,0.634524,1840
It's My Party,Lesley Gore,0.63519,1841
Ohye Atar Gyan,Ebo Taylor,0.635688,1842
How Do You Do?,Hot Chip,0.63603,1843
Annie,Neon Indian,0.636894,1844
Something About You - Extended Mix,Hayden James,0.63813,1845
White Horse,Laid Back,0.638232,1846
Somebody,Natalie La Rose,0.638236,1847
Make It,Patrick Di Stefano,0.63921,1848
Hung Over,The Martini's,0.63936,1849
Gucci Gucci,Kreayshawn,0.640458,1850
Hard Times,Paramore,0.641485,1851
They Don't Know - Original Mix,Disciples,0.643179,1852
I'm Walkin' - 2002 Digital Remaster,Fats Domino,0.644475,1853
When The Night Falls - feat. Solange Knowles,Chromeo,0.644764,1854
Sexy Bitch (feat. Akon) - Featuring Akon;explicit,David Guetta,0.644773,1855
Ain't Nobody,Chaka Khan,0.645522,1856
Cheeky Song (Touch My Bum),The Cheeky Girls,0.645721,1857
Happy People,Little Big Town,0.648388,1858
My eyes,10cm,0.650268,1859
Hercules Theme,Hercules & Love Affair,0.65121,1860
Fashion Killa,A$AP Rocky,0.651874,1861
I Want You Back - Radio Edit,*NSYNC,0.65221,1862
Oh Devil,Electric Guest,0.652688,1863
Type of Way,Rich Homie Quan,0.65365,1864
I'm Different,2 Chainz,0.653995,1865
Vowel Play - Original,Them Jeans,0.654417,1866
Poker Face,Lady Gaga,0.654419,1867
Yesterday,Atmosphere,0.654579,1868
Safe,Bay Ledges,0.65504,1869
Sunday,Earl Sweatshirt,0.65514,1870
Kissing Strangers,DNCE,0.65572,1871
Right Place Wrong Time,Dr. John,0.656448,1872
Sah,Al Massrieen,0.656766,1873
All Of Me,Tanlines,0.657046,1874
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,0.658112,1875
Somebody's Watching Me,Rockwell,0.658896,1876
The Payback,James Brown,0.659787,1877
Stock Exchange,Miss Kittin,0.659945,1878
Red Nose,Sage The Gemini,0.660292,1879
Spooky,Dusty Springfield,0.660461,1880
Me Enamoré,Shakira,0.660519,1881
Face It,Master C & J,0.66177,1882
Jacket & Tie,Toyan,0.662595,1883
Bang A Gong [Get It On] (Remastered Single/LP Version),T. Rex,0.662661,1884
Fantastic Man,William Onyeabor,0.6629,1885
Ecoute ma mélodie - Bossa Afro,T. P. Orchestre Poly-Rythmo,0.66336,1886
Wearing My Rolex - Radio Edit,Wiley,0.664008,1887
One Nation Under a Groove,Funkadelic,0.664338,1888
The Magnificent Seven - Remastered,The Clash,0.665567,1889
Odofo Nyi Akyiri Biara,Ebo Taylor,0.66588,1890
Hideout,Parcels,0.6664,1891
Take Me There - Remix,Blackstreet,0.667603,1892
Truths & Rights,Johnny Osbourne,0.66913,1893
"To Roz Bikini (Itsy, Bitsy, Teenie, Weenie)",Polina,0.669138,1894
Someone To Call My Lover,Janet Jackson,0.669222,1895
Plottin,J HUS,0.66968,1896
Remember the Time,Michael Jackson,0.671448,1897
...Baby One More Time,Britney Spears,0.671459,1898
Wannabe - Radio Edit,Spice Girls,0.672768,1899
High Without Your Love,Loote,0.673659,1900
Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version,Gary's Gang,0.675816,1901
Lifer,MercyMe,0.67584,1902
Every 1's A Winner - Single Version,Hot Chocolate,0.67611,1903
"Independent Women, Pt. I",Destiny's Child,0.68036,1904
"Whenever, Wherever",Shakira,0.681187,1905
Pick Up The Pieces,Average White Band,0.681216,1906
Lets Start the Dance,Bohannon,0.681904,1907
Okay,Holy Ghost!,0.682329,1908
Get Lucky - Radio Edit,Daft Punk,0.68681,1909
Outlaw,War,0.68796,1910
Where Is The Love?,The Black Eyed Peas,0.68971,1911
Because We Want To,Billie Piper,0.69093,1912
6 In The Morning,Wiley,0.691012,1913
Look at You,George McCrae,0.692776,1914
Someday - Remastered,Sugar Ray,0.693962,1915
Pretty Fly (For a White Guy),The Offspring,0.69408,1916
Get Lucky,Daft Punk,0.6966,1917
Get Lucky,Daft Punk,0.6966,1918
It's You,Duck Sauce,0.697104,1919
Pieces,Tanlines,0.69795,1920
Cha Cha Slide,Mr. C,0.698572,1921
Estrelar,Marcos Valle,0.700563,1922
Bop Gun (One Nation) - Radio Edit,Ice Cube,0.70274,1923
Ice Ice Baby,Vanilla Ice,0.702947,1924
Second Summer,YACHT,0.70304,1925
Evil Friends (feat. Danny Brown) - Jake One Remix,Portugal. The Man,0.703391,1926
Bad Liar,Selena Gomez,0.70395,1927
Flying High (Part 1),Cloud One,0.70477,1928
Hey DJ,Worlds Famous Supreme Team,0.7074,1929
You Make Me Wanna...,Usher,0.710013,1930
5thep,Todd Osborn,0.71036,1931
Deeper Than Love,Colleen Green,0.710528,1932
36 Chamber Flow,Flatbush Zombies,0.71104,1933
Get It On Tonite,Montell Jordan,0.711111,1934
Blurred Lines,Robin Thicke,0.71115,1935
La Bicicleta,Carlos Vives,0.711684,1936
Quit Playing Games (With My Heart),Backstreet Boys,0.712614,1937
Beat It - Single Version,Michael Jackson,0.715122,1938
More Bounce To The Ounce,Zapp,0.71825,1939
(You Drive Me) Crazy,Britney Spears,0.719576,1940
Fuego,Juanes,0.719796,1941
Dangerous (feat. Joywave),Big Data,0.720664,1942
Synchronize,Discodeine,0.721428,1943
Black or White - Single Version,Michael Jackson,0.722374,1944
Jealousy,Martin Solveig,0.726349,1945
That's What I Like,Bruno Mars,0.727609,1946
"When They Fight, They Fight",Generationals,0.728151,1947
Don't You Evah,Spoon,0.729012,1948
Swing,Savage,0.729178,1949
Spill The Wine,Eric Burdon,0.73211,1950
Atomic Bomb,William Onyeabor,0.7334,1951
Pop - Radio Version,*NSYNC,0.735875,1952
Achy Breaky Heart,Billy Ray Cyrus,0.738424,1953
Lucky,Britney Spears,0.738788,1954
Running Back To You,The Juan Maclean,0.744775,1955
Get Lucky - Daft Punk Remix,Daft Punk,0.74711,1956
Back Pocket,Vulfpeck,0.750066,1957
Hula Hoop,Daddy Yankee,0.751338,1958
Love You Like A Love Song,Selena Gomez & The Scene,0.751625,1959
Abataka - Original Mix,Ida Engberg,0.75392,1960
Please Mr. Postman,The Marvelettes,0.75426,1961
Next to You,Poolside,0.754385,1962
You're Makin' Me High,Toni Braxton,0.755724,1963
Walking Into Sunshine,Central Line,0.758912,1964
I Wish,Stevie Wonder,0.759094,1965
Nothing,HNNY,0.75919,1966
Pass The Dutchie,Musical Youth,0.75936,1967
Second Nature,Stalking Gia,0.760335,1968
MWAH,Humming Urban Stereo,0.76167,1969
Piss Test (feat. Juicy J & Dany Brown),A-Trak,0.762912,1970
Slippin’,Quadron,0.763526,1971
I'll Do a Little Bit More,The Olympics,0.763844,1972
Shape of You,Ed Sheeran,0.769725,1973
Dance Our Way,DJ Eleven,0.77172,1974
Azon de ma gnin kpevi,T. P. Orchestre Poly-Rythmo,0.774508,1975
Candy,Dillon Francis,0.775098,1976
Sexy Socialite,Chromeo,0.776664,1977
Black Boy,Pops Staples,0.77738,1978
Got To Give It Up (Part 1),Marvin Gaye,0.77896,1979
I Need You Tonight,Punkin Machine,0.779464,1980
Shaky Shaky,Daddy Yankee,0.783029,1981
Chantaje,Shakira,0.784267,1982
Billie Jean,Michael Jackson,0.78752,1983
Mi Swing es Tropical,Nickodemus,0.789888,1984
I'll Be Missing You (feat. 112),Diddy,0.792178,1985
Fuck Kd,StaRR Lyfe,0.792639,1986
Oogum Boogum Song,Brenton Wood,0.794682,1987
Let's Lovedance Tonight - Danny Krivit Re-edit - Dk Re-Edit,Gary's Gang,0.79704,1988
Hoochie Mama,2 LIVE CREW,0.799235,1989
Purp Walk,Lunice,0.805315,1990
Jenny from the Block - Track Masters Remix,Jennifer Lopez,0.80613,1991
Bustin' Loose,Chuck Brown and the Soul Searchers,0.812235,1992
Inspector Norse,Todd Terje,0.812592,1993
Sigo Extrañándote,J Balvin,0.814324,1994
Peas Pudding Hot,The Kids Band,0.816432,1995
Latino & Proud,DJ Raff,0.81855,1996
Boys,Sabrina,0.81855,1997
There's Nothing Holdin' Me Back,Shawn Mendes,0.827005,1998
Hollaback Girl,Gwen Stefani,0.836178,1999
Sippin On Some Syrup,Three 6 Mafia,0.841104,2000
My Favorite Snack,Imagination Movers,0.84283,2001
Jelly On A Plate,The Kids Band,0.848556,2002
It Looks Like Love,Goody Goody,0.851212,2003
P.Y.T. (Pretty Young Thing),Michael Jackson,0.85248,2004
Natty Dread A Weh She Want,Horace Andy,0.860095,2005
Who Is He (And What Is He to You?),Bill Withers,0.865488,2006
Macarena,Los Del Rio,0.895482,2007
SexyBack,Justin Timberlake,0.933155,2008
